0,1,2,3,4,5,6,7,8,9,10
C0013720,Collagenase clostridium histolyticum,Tranexamic Acid,Aprotinin,montelukast,,Streptokinase,cyclandelate,NAFAMOSTAT,zafirlukast,thiamine
C0020507,Arsenic trioxide,,resveratrol,hyaluronidase (ovine),aspirin,minocycline,glucosamine,mesalazine,icosapent,lenalidomide
C1306889,Romiplostim,eltrombopag,,baricitinib,tofacitinib,ruxolitinib,L-Serine,avatrombopag,nilotinib,Oxycodone
C1140680,copanlisib,idelalisib,urea,oxymetholone,fulvestrant,,bazedoxifene,ospemifene,fostamatinib,Arsenic trioxide
C0006271,Lithium,Vitamin E,pazopanib,almitrine,,,bretylium,MAGNESIUM ACETATE,,
C1275126,fostamatinib,Arsenic trioxide,Certolizumab pegol,Infliximab,aspirin,fulvestrant,golimumab,pyrazinamide,ospemifene,
C1621958,Insulin Lispro,Insulin Glargine,fostamatinib,vandetanib,trastuzumab,ponatinib,regorafenib,imatinib,Insulin Detemir,sunitinib
C0003862,,Acetohydroxamic Acid,fostamatinib,Filgrastim,Collagenase clostridium histolyticum,ruxolitinib,regorafenib,zinc,tofacitinib,baricitinib
C0039240,fostamatinib,sulfamethoxazole,pemetrexed,oxymetholone,entacapone,NAFAMOSTAT,aspirin,Tolcapone,Arsenic trioxide,OPICAPONE
C0022660,Lithium,,Arsenic trioxide,Vitamin E,orlistat,,podophyllotoxin,Dalbavancin,Tyloxapol,romidepsin
C0017181,Succinic acid,pirfenidone,ponatinib,regorafenib,MOROCTOCOG ALFA,,imatinib,fostamatinib,Tenecteplase,pazopanib
C0877792,tretinoin,melatonin,Dextropropoxyphene,Heroin,NAFAMOSTAT,montelukast,Aprotinin,,cyclandelate,zafirlukast
C0003123,cholic-acid,Oxygen,Ergoloid mesylate,DIHYDROERGOCRISTINE,serotonin,,DIHYDROERGOCORNINE,ondansetron,setiptiline,tropisetron
C0220756,metreleptin,,Sodium Tetradecyl Sulfate,ouabain,gabexate,ezetimibe,,Hesperetin,Alirocumab,minoxidil
C0037286,rasagiline,tranylcypromine,"MSH, 4-Nle-7-Phe-alpha-",Pyridoxal Phosphate,Spermine,Corticotropin,,procarbazine,toloxatone,selegiline
C0024591,,galantamine,dantrolene,palifermin,tetracaine,pinaverium,isradipine,cyclophosphamide,cleviprex,nisoldipine
C0220983,fluoxymesterone,hydrocortisone,NADH,Fluocinolone Acetonide,betamethasone,halobetasol,Tixocortol,DIFLORASONE,,ALCLOMETASONE
C0282488,,alogliptin,vildagliptin,anagliptin,linagliptin,teneligliptin,sitagliptin,secukinumab,saxagliptin,ramatroban
C2748055,L-Isoleucine,carmustine,L-Valine,TETRACHLORODECAOXIDE,pomalidomide,glycolic acid,lenalidomide,Abatacept,Thalidomide,bambuterol
C0017601,fostamatinib,retinol,Arsenic trioxide,NADH,fulvestrant,,ospemifene,bazedoxifene,podophyllotoxin,panobinostat
C0236663,Estrone,ketoconazole,nandrolone,norgestrel,dihydrotestosterone,levonorgestrel,Polaprezinc,clenbuterol,aminoglutethimide,anastrozole
C0276535,venetoclax,edaravone,betaine,Eribulin,rasagiline,isosorbide,docetaxel,paclitaxel,Dexibuprofen,ibuprofen
C0022876,Siltuximab,GINSENG,CHONDROITIN SODIUM,Polaprezinc,ibudilast,danazol,Canakinumab,Tocilizumab,Rilonacept,glucosamine
C0542346,gefitinib,Necitumumab,erlotinib,fingolimod,felbinac,lidocaine,trastuzumab,fostamatinib,Cetuximab,vandetanib
C0033774,amitriptyline,chlorpromazine,clozapine,loxapine,amoxapine,mianserin,doxepin,olanzapine,glyburide,probucol
C0037274,Anakinra,zinc,ketoprofen,pirfenidone,fostamatinib,Theophylline,regorafenib,aspirin,NADH,Thalidomide
C0346421,Becaplermin,imatinib,sunitinib,pazopanib,nintedanib,ponatinib,regorafenib,fostamatinib,SUCROSE,dasatinib
C0021364,,Lutropin alfa,Choriogonadotropin alfa,Follicle Stimulating Hormone,zinc,goserelin-acetate,Buserelin,NADH,Estrone,norgestrel
C0038379,NADH,fostamatinib,fulvestrant,ospemifene,,Valproic Acid,vemurafenib,bazedoxifene,regorafenib,
C0014877,velaglucerase alfa,L-Glutamic Acid,dabrafenib,estradiol,Diethylstilbestrol,estradiol cypionate,acetylcysteine,gabapentin,Glutathione,fostamatinib
C0011884,minocycline,Bevacizumab,Ranibizumab,Tromethamine,telmisartan,CHONDROITIN SODIUM,gliclazide,AFLIBERCEPT,Tasosartan,Azilsartan medoxomil
C0020481,Tyloxapol,clofibrate,clinofibrate,Omega-3-carboxylic acids,,montelukast,Aprotinin,cyclandelate,NAFAMOSTAT,orlistat
C0004245,levocarnitine,Valproic Acid,propafenone,aprindine,brivaracetam,lidocaine,cinchocaine,phenytoin,procainamide,tetracaine
C0017563,CONESTAT ALFA,Abciximab,Etanercept,Muromonab-CD3,trastuzumab,Cetuximab,Adalimumab,Gemtuzumab ozogamicin,Ibritumomab tiuxetan,Rituximab
C0017205,velaglucerase alfa,perindopril,deserpidine,benazepril,quinapril,,fosinopril,Spirapril,imidapril,cilazapril
C0008325,glycolic acid,fostamatinib,dantrolene,tranilast,zinc,minocycline,L-Aspartic Acid,Glycerin,Pyruvic acid,NADH
C0036220,Siltuximab,GINSENG,Polaprezinc,ibudilast,Tocilizumab,Canakinumab,Rilonacept,Ranibizumab,Hydroxychloroquine,cefazolin
C0232940,goserelin-acetate,Buserelin,gestrinone,danazol,gonadorelin,ganirelix,triptorelin,Histrelin,Abarelix,leuprolide
C0000786,halofuginone,cupric chloride,Sodium Tetradecyl Sulfate,,Levamisole,amifostine,tiludronate,tirofiban,Urokinase,eptifibatide
C0020456,repaglinide,nateglinide,glipizide,icosapent,mesalazine,resveratrol,sulfasalazine,balsalazide,isoprenaline,diclofenac
C0009952,phenytoin,brivaracetam,Valproic Acid,primidone,propofol,lidocaine,tetracaine,carbamazepine,eslicarbazepine-acetate,ethotoin
C0026769,"insulin, neutral",minoxidil,nortriptyline,nateglinide,glipizide,yohimbine,carvedilol,mitiglinide,tolazamide,acetohexamide
C0349464,disulfiram,NADH,toloxatone,pargyline,,isocarboxazid,Adenosine monophosphate,,,linezolid
C0020640,,Ximelagatran,bivalirudin,,Lepirudin,,THROMBOMODULIN ALFA,ANTITHROMBIN ALFA,TUROCTOCOG ALFA,NAFAMOSTAT
C0041296,Iron,Thalidomide,Oxycodone,sodium ferric gluconate complex,IRON DEXTRAN,amsacrine,lidocaine,,Sucroferric Oxyhydroxide,disopyramide
C0040822,lamotrigine,primidone,topiramate,,zonisamide,Valproic Acid,Acetohydroxamic Acid,amoxapine,lidocaine,fostamatinib
C0027661,ursodiol,rutin,Salicylic acid,chenodeoxycholic-acid,indomethacin,bimatoprost,diclofenac,,aspirin,Azelaic Acid
C0178416,homoharringtonine,clodronic-acid,Sodium stibogluconate,,doxorubicin,vindesine,Phenazopyridine,Eribulin,fulvestrant,
C0030446,mercaptopurine,glutamine-(l),azathioprine,dasatinib,Trifluridine,capecitabine,,doxifluridine,floxuridine,leucovorin
C0035258,isoflurophate,cisplatin,loperamide,Iron,zinc,Thalidomide,tofacitinib,Oxycodone,lomustine,Becaplermin
C0338908,Phenformin,amiodarone,boceprevir,rimexolone,,fludroxycortide,triamcinolone,ciclesonide,isradipine,tolbutamide
C0151721,goserelin-acetate,Buserelin,gestrinone,danazol,gonadorelin,ganirelix,triptorelin,Histrelin,Abarelix,Nafarelin
C0013274,fostamatinib,,fulvestrant,MOROCTOCOG ALFA,ospemifene,bosutinib,NADH,,regorafenib,podophyllotoxin
C0175683,L-Arginine,,L-Citrulline,,L-Aspartic Acid,,glycolic acid,mebendazole,clodronic-acid,zinc
C2936781,fenofibric-acid,niflumic-acid,pinaverium,,CROFELEMER,Gamma Hydroxybutyric Acid,cleviprex,fluoxetine,clomethiazole,nifedipine
C0409959,Collagenase clostridium histolyticum,halofuginone,resveratrol,melatonin,ramelteon,Streptokinase,agomelatine,Reteplase,Anistreplase,Tenecteplase
C0021775,L-Serine,pirfenidone,,L-Arginine,L-Ornithine,L-Lysine,terbinafine,Thalidomide,ethinamate,norepinephrine
C0235974,cholic-acid,trimetazidine,Glutathione,NADH,carmustine,L-Isoleucine,N-Acetyl-D-glucosamine,Valproic Acid,Oxygen,coenzyme Q10
C0730345,repaglinide,glimepiride,nateglinide,chlorpropamide,tolbutamide,glipizide,tolazamide,acetohexamide,nicorandil,gliclazide
C0026998,sunitinib,sorafenib,nintedanib,ponatinib,vinorelbine,colchicine,ixabepilone,homoharringtonine,hycanthone,fulvestrant
C0268483,nitisinone,L-Phenylalanine,Pyridoxal Phosphate,L-Glutamic Acid,L-Aspartic Acid,L-Cysteine,benserazide,,carbidopa,Glutathione
C0020443,6-Aminocaproic Acid,carvedilol,zinc,fostamatinib,dasatinib,clinofibrate,ocriplasmin,Tenecteplase,NAFAMOSTAT,
C0024143,halofuginone,tiludronate,captopril,glucosamine,sarilumab,minocycline,palivizumab,Alemtuzumab,Cetuximab,Bevacizumab
C0000744,lomitapide,Hesperetin,Rifabutin,,zinc,MOROCTOCOG ALFA,Tenecteplase,,podophyllotoxin,aspirin
C1961835,velaglucerase alfa,voglibose,miglitol,acarbose,L-Phenylalanine,Tolcapone,entacapone,OPICAPONE,vemurafenib,Phenformin
C0020480,Tyloxapol,clofibrate,clinofibrate,Omega-3-carboxylic acids,carglumic-acid,Alirocumab,diacerein,PORFIMER SODIUM,Lactose,lomitapide
C0036341,fostamatinib,tamoxifen,Ethanol,L-Glutamic Acid,isoprenaline,Arsenic trioxide,,zinc,ponatinib,acetylcysteine
C0020523,omalizumab,racecadotril,sacubitril,neostigmine,,ambenonium,eucalyptol,Canakinumab,Siltuximab,Bevacizumab
C0018916,regorafenib,sorafenib,sunitinib,vandetanib,ponatinib,imatinib,Arsenic trioxide,nintedanib,fostamatinib,Succinic acid
C0085612,otilonium,tetracaine,azelnidipine,cleviprex,pinaverium,nisoldipine,isradipine,Efonidipine,nifedipine,levomenthol
C0085606,estramustine,voglibose,vincristine,ixabepilone,aspirin,fostamatinib,podophyllotoxin,mebendazole,oxymetholone,resveratrol
C0022650,sulfamethoxazole,loperamide,paracetamol,isoprenaline,deoxycholic-acid,clomipramine,etacrynic-acid,epinephrine,Glycerin,Glutathione
C0021359,laropiprant,iloprost,misoprostol,alprostadil,Dinoprostone,travoprost,latanoprost,,Tafluprost,NADH
C0949116,profenamine,Biotin,,L-Aspartic Acid,memantine,magnesium carbonate,orphenadrine,felbamate,gabexate,tramadol
C0030297,somatostatin,cysteamine,octreotide,pasireotide,Vapreotide,Lanreotide,lasofoxifene,,sarilumab,etidronic-acid
C0014335,allopurinol,febuxostat,topiroxostat,Spaglumic acid,vorapaxar,Streptokinase,brimonidine,celiprolol,apraclonidine,Guanabenz
C0220994,brinzolamide,ethoxzolamide,zonisamide,L-Glutamic Acid,levocarnitine,Biotin,L-Aspartic Acid,NADH,,L-Arginine
C0024586,rifapentine,Ritonavir,simeprevir,cyclophosphamide,telithromycin,Isoniazid,metronidazole,deferasirox,thiotepa,posaconazole
C0836924,ponatinib,bosutinib,Romiplostim,eltrombopag,dasatinib,imatinib,nilotinib,Tenecteplase,,baricitinib
C0040028,Romiplostim,eltrombopag,pazopanib,hyaluronidase (ovine),MOROCTOCOG ALFA,Tenecteplase,,baricitinib,,tofacitinib
C0003850,zinc,ocriplasmin,sodium ferric gluconate complex,Thalidomide,amsacrine,cisplatin,IRON DEXTRAN,Iron,bacitracin,lidocaine
C0014121,fostamatinib,,bazedoxifene,ospemifene,fulvestrant,mebendazole,Arsenic trioxide,podophyllotoxin,Necitumumab,vincristine
C0042373,diazoxide,benzthiazide,hydroflumethiazide,hydrochlorothiazide,trichlormethiazide,chlorthalidone,bendroflumethiazide,quinethazone,chlorothiazide,methyclothiazide
C0024790,L-Lysine,bacitracin,fluconazole,itraconazole,,MOROCTOCOG ALFA,acenocoumarol,phenindione,efinaconazole,phenprocoumon
C0085610,benzonatate,Encainide,,moracizine,fosphenytoin,tocainide,dyclonine,ajmaline,cinchocaine,aprindine
C0948008,Collagenase clostridium histolyticum,minocycline,halofuginone,hyaluronidase (ovine),ibuproxam,,zileuton,,masoprocol,glucosamine
C0007820,,ambrisentan,bosentan,Sitaxentan,macitentan,Canakinumab,lorcaserin,sarpogrelate,Siltuximab,Fenfluramine
C0021603,Fospropofol,zolpidem,Theobromine,Defibrotide,regadenoson,istradefylline,lamotrigine,taurine,thiocolchicoside,Glutethimide
C0014733,fostamatinib,aspirin,Arsenic trioxide,mesalazine,panobinostat,gefitinib,Necitumumab,fulvestrant,bosutinib,ospemifene
C0017574,Tenecteplase,Reteplase,Anistreplase,Alteplase,Streptokinase,Urokinase,Tranexamic Acid,Aprotinin,6-Aminocaproic Acid,Niclosamide
C0024141,,Etanercept,Muromonab-CD3,Abciximab,Cetuximab,trastuzumab,Adalimumab,Gemtuzumab ozogamicin,Natalizumab,Bevacizumab
C0494475,cholic-acid,Oxygen,primidone,Valproic Acid,lamotrigine,topiramate,NADH,propofol,zonisamide,tetracaine
C0151723,hydroflumethiazide,quinethazone,trichlormethiazide,bendroflumethiazide,methyclothiazide,chlorthalidone,cyclothiazide,bumetanide,potassium chloride,furosemide
C0002390,cholic-acid,trimetazidine,Glutathione,NADH,carmustine,L-Isoleucine,N-Acetyl-D-glucosamine,Oxygen,coenzyme Q10,Valproic Acid
C0038018,boceprevir,felbinac,zinc,fostamatinib,mifepristone,velcalcetide,Tenecteplase,amsacrine,Neomycin,
C0162316,IRON DEXTRAN,sodium ferric gluconate complex,isoprenaline,Oxygen,Iron,epinephrine,zinc,dopamine,fostamatinib,NADH
C0034150,Ibritumomab tiuxetan,Rituximab,Tositumomab,ofatumumab,ocrelizumab,obinutuzumab,menadione,Kappadione,,Sodium Tetradecyl Sulfate
C0282528,trimetazidine,Glutathione,Omega-3-carboxylic acids,N-Acetyl-D-glucosamine,L-Isoleucine,carmustine,NADH,cyclophosphamide,thiotepa,rifapentine
C0027662,cabozantinib,imatinib,sunitinib,sorafenib,ponatinib,regorafenib,vandetanib,Tromethamine,fostamatinib,Insulin Glulisine
C0024419,Anakinra,fostamatinib,auranofin,Arsenic trioxide,,dasatinib,bosutinib,aspirin,mesalazine,regorafenib
C0029882,dextromethorphan,cladribine,ponatinib,quinidine,dasatinib,nintedanib,pazopanib,lenvatinib,palifermin,fostamatinib
C0342731,Glutathione,tamoxifen,ibandronate,risedronate,,pamidronate,ezetimibe,fluvastatin,pitavastatin,rosuvastatin
C1458155,fostamatinib,ospemifene,fulvestrant,norgestimate,,MOROCTOCOG ALFA,Methyltestosterone,,Arsenic trioxide,bazedoxifene
C0085215,Ritonavir,Isoniazid,ifosfamide,cyclophosphamide,carisoprodol,tolperisone,amoxicillin,Estrone,dihydrotestosterone,levonorgestrel
C0007570,"insulin, neutral",pazopanib,Niclosamide,acitretin,cefazolin,fostamatinib,Abatacept,Arsenic trioxide,Polaprezinc,fulvestrant
C0032285,Ibritumomab tiuxetan,Rituximab,Tositumomab,ofatumumab,ocrelizumab,obinutuzumab,fostamatinib,glucosamine,baricitinib,zinc
C0034186,allopurinol,febuxostat,topiroxostat,levocarnitine,,liraglutide,Albiglutide,Lixisenatide,Dulaglutide,exenatide
C0001883,,latanoprost,travoprost,Tafluprost,laropiprant,iloprost,Dinoprostone,alprostadil,bimatoprost,misoprostol
C0029458,glucosamine,Polaprezinc,Certolizumab pegol,Infliximab,golimumab,hyaluronidase (ovine),pirfenidone,pomalidomide,ibudilast,lenalidomide
C0342527,trilostane,,Lutropin alfa,Choriogonadotropin alfa,Follicle Stimulating Hormone,hydrocortisone,NADH,rabeprazole,pantoprazole,
C2930898,quinagolide,,levodopa,rotigotine,flupentixol,zuclopenthixol,fenoldopam,pimozide,pramipexole,ropinirole
C0596263,regorafenib,bosutinib,ponatinib,imatinib,vemurafenib,sorafenib,nilotinib,dasatinib,dabrafenib,trastuzumab
C0028949,Follicle Stimulating Hormone,Choriogonadotropin alfa,Lutropin alfa,,NADH,fluoxymesterone,progesterone,glycolic acid,goserelin-acetate,abiraterone
C0019202,Polaprezinc,Iron,cisplatin,Thalidomide,zinc,,bacitracin,Becaplermin,ocriplasmin,
C0030848,hyaluronidase (ovine),palifermin,lenvatinib,nintedanib,Insulin Lispro,ponatinib,Insulin Glargine,podophyllotoxin,ospemifene,quinestrol
C0751753,carglumic-acid,cyanocobalamin,Morphine,Hydroxocobalamin,rifapentine,candesartan-cilextil,metronidazole,thiotepa,Ritonavir,Tyloxapol
C0025289,,zinc,Natalizumab,Adalimumab,Bevacizumab,Cetuximab,Etanercept,trastuzumab,Abciximab,Muromonab-CD3
C0009763,Heparin,Streptokinase,Alteplase,Tranexamic Acid,Reteplase,Anistreplase,Tenecteplase,TUROCTOCOG ALFA,ponatinib,regorafenib
C0002965,,tretinoin,temozolomide,Lanreotide,pazopanib,Pseudoephedrine,pirfenidone,Vapreotide,Coagulation factor VIIa Recombinant Human,CHONDROITIN SODIUM
C0085605,NADH,coenzyme Q10,icosapent,zinc,Glutathione,perhexiline,ixabepilone,levocarnitine,mesalazine,Rosiglitazone
C0087012,profenamine,loperamide,Biotin,tamoxifen,,bepridil,memantine,acetylcysteine,magnesium carbonate,tramadol
C0405580,cyanocobalamin,NADH,icosapent,Glutathione,Rosiglitazone,vinorelbine,colchicine,retinol,ixabepilone,vincristine
C0026838,NADH,fostamatinib,fulvestrant,zinc,coenzyme Q10,,ospemifene,bazedoxifene,,pyrazinamide
C0010346,,resveratrol,icosapent,zinc,indomethacin,Abciximab,Polaprezinc,fenofibric-acid,Rosiglitazone,bezafibrate
C0149958,dronedarone,Phenazopyridine,phenacemide,mephenytoin,ethotoin,eslicarbazepine-acetate,lacosamide,isradipine,oxcarbazepine,nisoldipine
C0040997,,Arsenic trioxide,glucosamine,Pseudoephedrine,tamoxifen,golimumab,Certolizumab pegol,Polaprezinc,Infliximab,lenalidomide
C0085413,Lobeglitazone,fenofibric-acid,balsalazide,fenofibrate,clinofibrate,telmisartan,,repaglinide,pioglitazone,nateglinide
C0042164,Phenol,norelgestromin,amsacrine,mestinon,Efonidipine,erythromycin,cefotaxime,buphenine,rifampin,phensuximide
C0040015,eptifibatide,tirofiban,Abciximab,resveratrol,Phenformin,,minoxidil,MOROCTOCOG ALFA,levosimendan,tolbutamide
C0085417,lacosamide,mephenytoin,phenacemide,oxcarbazepine,ethotoin,eslicarbazepine-acetate,rufinamide,tetracaine,phenytoin,tamoxifen
C0037299,Tranexamic Acid,6-Aminocaproic Acid,Streptokinase,fostamatinib,regorafenib,fulvestrant,Tenecteplase,ospemifene,,
C0751435,sapropterin,L-Phenylalanine,droxidopa,epinephrine,,norepinephrine,Pyridoxal Phosphate,NADH,aspirin,
C0003128,isotretinoin,daratumumab,tamibarotene,tazarotene,rifaximin,troleandomycin,tretinoin,melatonin,Diethylstilbestrol,adapalene
C0238462,cabozantinib,imatinib,regorafenib,sunitinib,sorafenib,ponatinib,ospemifene,fulvestrant,,bazedoxifene
C0035854,safinamide,isocarboxazid,,procarbazine,pargyline,,linezolid,moclobemide,selegiline,toloxatone
C0014859,aspirin,resveratrol,NADH,fostamatinib,mesalazine,sulindac,balsalazide,regorafenib,etodolac,icosapent
C0011882,minocycline,captopril,halofuginone,tiludronate,glucosamine,racecadotril,sacubitril,Mecasermin,rufinamide,Insulin Lispro
C0026948,Abatacept,Etanercept,glucosamine,Infliximab,golimumab,Certolizumab pegol,Canakinumab,Polaprezinc,,bosutinib
C0025500,etidronic-acid,Arsenic trioxide,norgestimate,tiludronate,desogestrel,fostamatinib,ethynodiol-diacetate,fulvestrant,ospemifene,
C0018681,omeprazole,lubiprostone,regorafenib,sorafenib,fostamatinib,bosutinib,Polaprezinc,dimercaprol,aspirin,deferoxamine-mesylate
C0007789,rufinamide,mexiletine,diclofenac,ethotoin,flecainide,phenytoin,lidocaine,tetracaine,carbamazepine,Valproic Acid
C0268490,Glutathione,Adenosine monophosphate,Necitumumab,,gefitinib,disulfiram,Lactose,entacapone,Tolcapone,erlotinib
C0002418,vinorelbine,colchicine,ixabepilone,Collagenase clostridium histolyticum,levodopa,ademetionine,L-Cysteine,podophyllotoxin,vincristine,L-Serine
C0006118,Arsenic trioxide,,dimethyl-fumarate,cefazolin,fostamatinib,minocycline,bortezomib,carvedilol,liothyronine,Pseudoephedrine
C0014534,ibrutinib,dasatinib,fostamatinib,nilotinib,baricitinib,tofacitinib,ruxolitinib,,vinorelbine,ixabepilone
C0002395,zinc,Mecasermin,insulin human,isoflurophate,fostamatinib,Choline,melatonin,galantamine,NADH,resveratrol
C0004096,NADH,menadione,fluoxymesterone,,,Kappadione,,Coagulation Factor IX,hydrocortisone,Coagulation factor VIIa Recombinant Human
C0342907,,demecarium,Alirocumab,tacrine,physostigmine,pralidoxime,Atezolizumab,selexipag,Nafcillin,edrophonium
C0042029,,triflusal,loperamide,,L-Arginine,L-Citrulline,,dexamethasone,"MSH, 4-Nle-7-Phe-alpha-",miconazole
C0020445,Tyloxapol,clofibrate,clinofibrate,PORFIMER SODIUM,Omega-3-carboxylic acids,amlodipine,zinc,chlorpromazine,cefazolin,desipramine
C3495559,mycophenolate-mofetil,mycophenolic-acid,thioguanine,fostamatinib,mercaptopurine,zinc,ribavirin,Arsenic trioxide,podophyllotoxin,fulvestrant
C1134719,bimatoprost,epoprostenol,Dinoprostone,bupivacaine,Carboprost Tromethamine,laropiprant,iloprost,alprostadil,,latanoprost
C0011854,fluoxymesterone,hydrocortisone,NADH,apremilast,vemurafenib,Thalidomide,Pseudoephedrine,zinc,Etanercept,"insulin, neutral"
C0020479,Tyloxapol,sodium ferric gluconate complex,IRON DEXTRAN,Becaplermin,ocriplasmin,bacitracin,zinc,almitrine,,MAGNESIUM
C1861172,Bemiparin,Sulodexide,Fondaparinux,Enoxaparin,Danaparoid,Antithrombin III,Heparin,THROMBOMODULIN ALFA,TUROCTOCOG ALFA,THROMBIN ALFA
C0042571,thiamine,bepridil,loperamide,nifedipine,,rimexolone,fludroxycortide,triamcinolone,ciclesonide,aprindine
C0039841,repaglinide,glimepiride,tolbutamide,chlorpropamide,nateglinide,glipizide,tolazamide,acetohexamide,nicorandil,gliclazide
C0026961,ixabepilone,colchicine,vinorelbine,cilostazol,amrinone,calcitriol,clodronic-acid,mebendazole,vincristine,milrinone
C0595948,zolpidem,Fospropofol,Phenazopyridine,primidone,Nitrazepam,lamotrigine,topiramate,Pentobarbital,butabarbital,Dehydroepiandrosterone
C0032914,,Iron,IRON DEXTRAN,sodium ferric gluconate complex,Sucroferric Oxyhydroxide,L-Citrulline,,Oxygen,,THROMBIN ALFA
C0024031,Urokinase,Collagenase clostridium histolyticum,,ocriplasmin,bacitracin,palifermin,Becaplermin,PORFIMER SODIUM,,
C0036421,"insulin, neutral",Collagenase clostridium histolyticum,,Muromonab-CD3,palifermin,ocriplasmin,,ospemifene,fostamatinib,fulvestrant
C0038356,fostamatinib,zinc,raloxifene,Arsenic trioxide,fulvestrant,,ospemifene,NADH,bazedoxifene,tiludronate
C0037930,fostamatinib,belinostat,romidepsin,panobinostat,podophyllotoxin,vemurafenib,vincristine,fulvestrant,colchicine,
C0238463,regorafenib,sorafenib,imatinib,fostamatinib,ponatinib,ospemifene,fulvestrant,,bazedoxifene,mesalazine
C0015944,SUCROSE,L-Lysine,L-Ornithine,,L-Arginine,Vitamin C,N-Acetyl-D-glucosamine,Succinic acid,terbinafine,L-Isoleucine
C0003868,mercaptopurine,azathioprine,,miglitol,voglibose,L-Phenylalanine,acarbose,vinorelbine,ixabepilone,colchicine
C0262584,,pimecrolimus,temsirolimus,everolimus,sirolimus,coumarin,methoxsalen,ifosfamide,cyclophosphamide,reserpine
C0023212,PORFIMER SODIUM,Glycerin,fostamatinib,,hyaluronidase (ovine),Tromethamine,SUCROSE,Gentamicins,Rifabutin,glucosamine
C1394891,debrisoquin,guanethidine,guanadrel,viloxazine,reboxetine,Levomilnacipran,protriptyline,Dexmethylphenidate,desvenlafaxine,methylphenidate
C0009404,zinc,fostamatinib,pirfenidone,pioglitazone,Pyridoxal Phosphate,rasagiline,L-Ornithine,Arsenic trioxide,tranylcypromine,glyburide
C0751434,sapropterin,L-Phenylalanine,,telotristat ethyl,metirosine,droxidopa,epinephrine,carbidopa,,benserazide
C0040038,Kappadione,,menadione,Sodium Tetradecyl Sulfate,,THROMBOMODULIN ALFA,6-Aminocaproic Acid,NAFAMOSTAT,Coagulation Factor IX,
C0017160,vorapaxar,Streptokinase,imiquimod,benfotiamine,Hydroxychloroquine,Rimonabant,Siltuximab,Buprenorphine,pindolol,ursodiol
C0017612,,iguratimod,,,Lumiracoxib,tenoxicam,lornoxicam,Bromfenac,meloxicam,phenazone
C0013338,,loperamide,rifaximin,troleandomycin,ketoconazole,meclizine,doxylamine,pheniramine,flutamide,
C0238111,zolpidem,Fospropofol,Phenazopyridine,Nitrazepam,primidone,lamotrigine,topiramate,Pentobarbital,acamprosate,Dehydroepiandrosterone
C0017638,fostamatinib,regorafenib,sorafenib,podophyllotoxin,aspirin,ponatinib,Arsenic trioxide,fulvestrant,Iron,ospemifene
C0151686,NADH,L-Phenylalanine,fostamatinib,coenzyme Q10,quinidine,zinc,Adenosine monophosphate,fulvestrant,aspirin,ospemifene
C0021361,,Lutropin alfa,Choriogonadotropin alfa,Follicle Stimulating Hormone,spironolactone,Estrone,progesterone,estradiol cypionate,estradiol,levonorgestrel
C0003467,cholic-acid,Oxygen,caffeine,Adenosine monophosphate,gestrinone,danazol,ketotifen,aurothioglucose,pentoxifylline,dyphylline
C0002962,pirfenidone,PORFIMER SODIUM,baricitinib,tofacitinib,,ruxolitinib,,avatrombopag,Romiplostim,eltrombopag
C0002792,zinc,dextromethorphan,,Reteplase,Tenecteplase,ocriplasmin,Anistreplase,bacitracin,cisplatin,Urokinase
C0018133,dutasteride,letrozole,testolactone,anastrozole,exemestane,finasteride,cyanocobalamin,aminoglutethimide,fluconazole,efinaconazole
C1328407,doxorubicin,vincristine,homoharringtonine,Sodium stibogluconate,podophyllotoxin,,,vindesine,colchicine,dactinomycin
C0015371,,Acetohydroxamic Acid,zinc,Filgrastim,Iron,boceprevir,NADH,,Thalidomide,fulvestrant
C0011881,CHONDROITIN SODIUM,regorafenib,fostamatinib,vandetanib,minocycline,nintedanib,sorafenib,ponatinib,tamoxifen,Glycerin
C0023827,Lithium,fostamatinib,orlistat,Vitamin E,Potassium perchlorate,belinostat,,romidepsin,,Belimumab
C0033375,Arsenic trioxide,fostamatinib,hyaluronidase (ovine),regorafenib,,ponatinib,Methyltestosterone,podophyllotoxin,fulvestrant,bazedoxifene
C0751967,sodium ferric gluconate complex,IRON DEXTRAN,almitrine,MAGNESIUM,,digoxin,ciclopirox,Digitoxin,,bretylium
C0038220,somatostatin,octreotide,pasireotide,cysteamine,Vapreotide,Lanreotide,Valproic Acid,lamotrigine,primidone,topiramate
C0029463,bleomycin,nelarabine,lomefloxacin,norfloxacin,levofloxacin,pixantrone,dexrazoxane,moxifloxacin,cladribine,etoposide
C0013264,CHONDROITIN SODIUM,ataluren,hyaluronidase (ovine),danazol,,zoledronic-acid,,Gentamicins,pirfenidone,
C1260899,homoharringtonine,clodronic-acid,,Sodium stibogluconate,doxorubicin,vindesine,fulvestrant,bazedoxifene,Eribulin,
C1540912,Becaplermin,imatinib,sunitinib,pazopanib,nintedanib,ponatinib,regorafenib,fostamatinib,SUCROSE,dasatinib
C0024437,Omega-3-carboxylic acids,,pirfenidone,retinol,NADH,L-Isoleucine,Adenosine monophosphate,pyrazinamide,,
C0020651,Fentanyl,Oxycodone,loperamide,naloxone,Oxymorphone,naltrexone,Hydrocodone,tramadol,Diphenoxylate,nalbuphine
